Product ID,Product Name,Size,Total Inventory,Price,Expiry
12104,Budesonide,12.0Z,66,9.99,01-12-20
314022,Loratadine,750ML,5,34.99,12-12-20
41624,Aceclofenac,750ML,0,38.99,31-12-20
383813,Fenoprofen,750ML,1,18.99,04-12-20
325282,Choline,750ML,11,20.99,19-01-21
27509,Paracetamol,12.0Z,0,14.99,07-03-21
383864,Lorazepam,750ML,409,13.49,01-12-20
13414,Temazepam,16.0Z,0,13.99,12-12-20
318082,Budesonide,750ML,0,10.79,31-12-20
7510,Loratadine,12.0Z,1026,10.99,04-12-20
35700,Aceclofenac,1L,82,6.99,19-01-21
48221,Fenoprofen,750ML,0,13.49,07-03-21
63434,Choline,16.0Z,0,3.99,08-04-21
85424,Paracetamol,750ML,553,11.99,04-07-20
87440,Lorazepam,750ML,383,8.99,01-12-20
74225,Temazepam,3L,48,14.99,12-12-20
429761,Budesonide,750ML,116,6.99,31-12-20
41998,Loratadine,750ML,163,202.99,04-12-20
13554,Aceclofenac,12.0Z,188,19.99,01-12-20
56324,Fenoprofen,375ML,9,12.49,12-12-20
323722,Choline,750ML,30,16.99,31-12-20
67814,Paracetamol,200ML,269,11.49,04-12-20
393592,Lorazepam,750ML,0,37.99,19-01-21
345904,Temazepam,750ML,5,99.99,07-03-21
311939,Budesonide,750ML,0,9.99,01-12-20
348217,Loratadine,750ML,10,16.99,12-12-20
70550,Aceclofenac,750ML,0,31.99,31-12-20
71522,Fenoprofen,750ML,101,56.99,04-12-20
88447,Choline,750ML,361,36.99,19-01-21
296884,Paracetamol,750ML,359,10.99,07-03-21
347986,Lorazepam,750ML,1,22.99,01-12-20
78775,Temazepam,750ML,0,20.99,12-12-20
310933,Budesonide,750ML,0,10.49,31-12-20
71412,Loratadine,750ML,0,11.99,04-12-20
80380,Aceclofenac,750ML,244,27.99,19-01-21
330237,Fenoprofen,750ML,0,10.79,07-03-21
68357,Choline,1L,146,11.99,08-04-21
241742,Paracetamol,750ML,90,41.99,04-07-20
41009,Lorazepam,750ML,603,27.99,01-12-20
22890,Temazepam,12.0Z,0,13.99,12-12-20
68333,Budesonide,3L,99,24.99,31-12-20
44528,Loratadine,1.75L,0,38.99,04-12-20
399213,Aceclofenac,750ML,0,17.99,01-12-20
4804,Fenoprofen,11.2Z,0,41.99,12-12-20
26946,Choline,11.2Z,0,44.99,31-12-20
41300,Paracetamol,1.75L,20,24.99,04-12-20
42180,Lorazepam,750ML,0,12.49,19-01-21
236220,Temazepam,50ML,486,3.79,07-03-21
76300,Budesonide,50ML,1914,0.99,01-12-20
57975,Loratadine,750ML,107,27.99,12-12-20
28962,Aceclofenac,16.9Z,0,5.99,31-12-20
11266,Fenoprofen,1L,136,23.99,04-12-20
313850,Choline,750ML,0,29.99,19-01-21
413305,Paracetamol,750ML,27,12.99,07-03-21
90565,Lorazepam,12.0Z,6,23.99,01-12-20
84710,Temazepam,750ML,194,17.99,12-12-20
322045,Budesonide,750ML,282,11.49,31-12-20
322018,Loratadine,750ML,0,12.69,04-12-20
10906,Aceclofenac,12.0Z,0,11.99,19-01-21
66958,Fenoprofen,750ML,0,9.49,07-03-21
45874,Choline,750ML,297,15.99,08-04-21
238682,Paracetamol,750ML,58,40.99,04-07-20
328576,Lorazepam,750ML,18,9.49,01-12-20
82589,Temazepam,750ML,708,15.49,12-12-20
70390,Budesonide,750ML,0,10.49,31-12-20
23613,Loratadine,11.2Z,0,39.99,04-12-20
39985,Aceclofenac,300ML,67,3.79,01-12-20
35556,Fenoprofen,750ML,33,6.99,12-12-20
44014,Choline,750ML,0,16.69,31-12-20
11738,Paracetamol,750ML,310,20.99,04-12-20
79553,Lorazepam,750ML,145,8.99,19-01-21
10117,Temazepam,12.0Z,78,10.99,07-03-21
70722,Budesonide,1.75L,206,18.99,01-12-20
45063,Loratadine,1L,11,12.99,12-12-20
235692,Aceclofenac,750ML,12,17.99,31-12-20
338101,Fenoprofen,750ML,0,21.99,04-12-20
81679,Choline,750ML,271,18.99,19-01-21
96415,Paracetamol,12.0Z,399,7.99,07-03-21
72609,Lorazepam,750ML,96,28.99,01-12-20
307222,Temazepam,500ML,0,5.99,12-12-20
313495,Budesonide,750ML,4,13.49,31-12-20
23730,Loratadine,11.2Z,126,8.99,04-12-20
323545,Aceclofenac,750ML,0,10.99,19-01-21
24437,Fenoprofen,11.2Z,0,35.99,07-03-21
24950,Choline,12.0Z,0,13.99,08-04-21
25204,Paracetamol,12.0Z,0,18.99,04-07-20
88170,Lorazepam,750ML,5,15.99,01-12-20
70033,Temazepam,750ML,312,11.49,12-12-20
324234,Budesonide,187ML,46,2.99,31-12-20
333619,Loratadine,750ML,0,19.39,04-12-20
350858,Aceclofenac,750ML,0,32.99,01-12-20
72214,Fenoprofen,750ML,29,7.99,12-12-20
71123,Choline,750ML,3,69.99,31-12-20
8079,Paracetamol,12.7Z,0,43.99,04-12-20
30112,Lorazepam,750ML,12,14.39,19-01-21
69441,Temazepam,1.75L,12,42.99,07-03-21
335667,Budesonide,750ML,14,21.99,01-12-20
45418,Loratadine,750ML,0,75.99,12-12-20
29237,Aceclofenac,11.2Z,0,31.99,31-12-20
319036,Fenoprofen,1.5L,46,13.49,04-12-20
64602,Choline,750ML,109,11.99,19-01-21
37583,Paracetamol,750ML,258,15.49,07-03-21
347822,Lorazepam,750ML,0,27.99,01-12-20
50728,Temazepam,12.0Z,1,20.99,12-12-20
73973,Budesonide,750ML,43,51.99,31-12-20
56103,Loratadine,750ML,320,23.99,04-12-20
71943,Aceclofenac,750ML,0,7.39,19-01-21
80046,Fenoprofen,750ML,54,9.99,07-03-21
23301,Choline,11.2Z,0,24.99,08-04-21
241472,Paracetamol,50ML,1506,0.99,04-07-20
326927,Lorazepam,750ML,0,33.99,01-12-20
95761,Temazepam,12.0Z,134,9.99,12-12-20
332807,Budesonide,750ML,26,37.99,31-12-20
79340,Loratadine,1.5L,202,23.99,04-12-20
26798,Aceclofenac,16.9Z,0,2.99,01-12-20
337117,Fenoprofen,750ML,3,11.49,12-12-20
81559,Choline,750ML,0,18.99,31-12-20
308390,Paracetamol,750ML,7,15.99,04-12-20
82119,Lorazepam,750ML,1,11.49,19-01-21
47659,Temazepam,1L,0,12.99,07-03-21
238918,Budesonide,750ML,0,35.99,01-12-20
46218,Loratadine,1L,0,26.99,12-12-20
166520,Aceclofenac,10OZ,25,2.49,31-12-20
47650,Fenoprofen,750ML,0,37.99,04-12-20
96407,Choline,16.9Z,0,4.99,19-01-21
82014,Paracetamol,750ML,0,6.79,07-03-21
26329,Lorazepam,12.0Z,192,17.99,01-12-20
11801,Temazepam,12.0Z,24,14.99,12-12-20
318804,Budesonide,750ML,0,44.99,31-12-20
333409,Loratadine,750ML,1,15.49,04-12-20
300862,Aceclofenac,750ML,6,18.99,19-01-21
80416,Fenoprofen,750ML,12,18.99,07-03-21
29240,Choline,11.2Z,0,30.99,08-04-21
329202,Paracetamol,8.0Z,0,18.49,04-07-20
1023,Lorazepam,500ML,0,6.99,01-12-20
48987,Temazepam,12.0Z,18,9.99,12-12-20
98043,Budesonide,11.2Z,0,31.99,31-12-20
42224,Loratadine,750ML,8,11.49,04-12-20
94994,Aceclofenac,12.0Z,0,10.99,01-12-20
23550,Fenoprofen,22.0Z,0,40.99,12-12-20
23690,Choline,12.0Z,179,10.99,31-12-20
425265,Paracetamol,750ML,99,12.49,04-12-20
418293,Lorazepam,750ML,0,10.39,19-01-21
96644,Temazepam,12.0Z,0,14.99,07-03-21
10442,Budesonide,750ML,211,26.99,01-12-20
318858,Loratadine,750ML,14,15.99,12-12-20
7234,Aceclofenac,12.0Z,0,21.99,31-12-20
81645,Fenoprofen,750ML,138,17.49,04-12-20
242099,Choline,750ML,566,10.39,19-01-21
242118,Paracetamol,750ML,24,46.99,07-03-21
342160,Lorazepam,750ML,13,25.99,01-12-20
71430,Temazepam,750ML,133,42.99,12-12-20
13686,Budesonide,750ML,0,48.99,31-12-20
23567,Loratadine,12.0Z,0,15.99,04-12-20
10201,Aceclofenac,16.0Z,0,20.99,19-01-21
119229,Fenoprofen,750ML,0,8.99,07-03-21
42997,Choline,750ML,86,24.99,08-04-21
70076,Paracetamol,750ML,291,14.49,04-07-20
45893,Lorazepam,750ML,0,6.49,01-12-20
347060,Temazepam,750ML,10,34.99,12-12-20
44557,Budesonide,375ML,0,24.99,31-12-20
93173,Loratadine,16.9Z,0,4.99,04-12-20
63385,Aceclofenac,12.0Z,0,9.99,01-12-20
70149,Fenoprofen,750ML,229,21.99,12-12-20
97845,Choline,12.0Z,596,10.99,31-12-20
24768,Paracetamol,12.0Z,0,13.99,04-12-20
36778,Lorazepam,12.0Z,3191,18.99,19-01-21
69657,Temazepam,500ML,0,3.99,07-03-21
347212,Budesonide,750ML,9,26.99,01-12-20
27278,Loratadine,1.75L,528,44.99,12-12-20
70901,Aceclofenac,1L,216,3.99,31-12-20
69043,Fenoprofen,12.0Z,76,29.99,04-12-20
11084,Choline,750ML,54,37.99,19-01-21
74785,Paracetamol,750ML,21,29.99,07-03-21
40291,Lorazepam,750ML,152,47.99,01-12-20
93475,Temazepam,12.0Z,72,15.99,12-12-20
80426,Budesonide,750ML,0,27.99,31-12-20
308019,Loratadine,750ML,0,13.49,04-12-20
68713,Aceclofenac,375ML,342,34.99,19-01-21
65439,Fenoprofen,1.5L,192,13.99,07-03-21
45398,Choline,375ML,0,30.99,08-04-21
72830,Paracetamol,50ML,0,2.99,04-07-20
42740,Lorazepam,750ML,21,13.99,01-12-20
23734,Temazepam,16.0Z,0,22.99,12-12-20
385514,Budesonide,180ML,0,3.59,31-12-20
48715,Loratadine,750ML,1,45.99,04-12-20
65412,Aceclofenac,750ML,14,13.99,01-12-20
347451,Fenoprofen,750ML,6,9.79,12-12-20
333761,Choline,750ML,0,18.49,31-12-20
326378,Paracetamol,750ML,0,27.99,04-12-20
338501,Lorazepam,750ML,11,13.99,19-01-21
10162,Temazepam,12.0Z,0,11.99,07-03-21
13606,Budesonide,12.0Z,0,14.99,01-12-20
50690,Loratadine,12.0Z,0,9.99,12-12-20
403687,Aceclofenac,750ML,0,55.99,31-12-20
433497,Fenoprofen,750ML,0,10.99,04-12-20
52051,Choline,375ML,41,7.99,19-01-21
333629,Paracetamol,750ML,0,16.49,07-03-21
40797,Lorazepam,750ML,18,11.49,01-12-20
238710,Temazepam,750ML,17,95.99,12-12-20
243060,Budesonide,750ML,144,48.99,31-12-20
72383,Loratadine,750ML,5,67.99,04-12-20
80997,Aceclofenac,750ML,17,17.39,19-01-21
27646,Fenoprofen,12.0Z,36,12.99,07-03-21
44259,Choline,750ML,0,15.99,08-04-21
72021,Paracetamol,750ML,38,14.99,04-07-20
356204,Lorazepam,750ML,3,56.99,01-12-20
28963,Temazepam,16.9Z,0,4.99,12-12-20
79955,Budesonide,12.0Z,0,9.99,31-12-20
44756,Loratadine,750ML,0,19.99,04-12-20
76047,Aceclofenac,750ML,0,30.99,01-12-20
19445,Fenoprofen,750ML,0,7.99,12-12-20
48350,Choline,750ML,21,39.99,31-12-20
427987,Paracetamol,750ML,0,15.49,04-12-20
48331,Lorazepam,750ML,0,10.99,19-01-21
314505,Temazepam,1L,0,13.99,07-03-21
36785,Budesonide,12.0Z,24,10.99,01-12-20
350711,Loratadine,750ML,17,62.99,12-12-20
188700,Aceclofenac,750ML,0,13.49,31-12-20
333598,Fenoprofen,750ML,9,40.99,04-12-20
300611,Choline,750ML,30,33.99,19-01-21
50172,Paracetamol,1.5L,0,12.99,07-03-21
27982,Lorazepam,12.0Z,0,14.99,01-12-20
27664,Temazepam,12.0Z,0,11.99,12-12-20
65390,Budesonide,375ML,60,26.99,31-12-20
304992,Loratadine,750ML,0,10.49,04-12-20
371980,Aceclofenac,750ML,29,18.39,19-01-21
328304,Fenoprofen,750ML,0,33.99,07-03-21
71926,Choline,375ML,574,6.99,08-04-21
23926,Paracetamol,12.0Z,0,16.99,04-07-20
97454,Lorazepam,22.0Z,188,2.99,01-12-20
82567,Temazepam,750ML,0,8.99,12-12-20
335835,Budesonide,750ML,9,16.99,31-12-20
345429,Loratadine,750ML,19,19.69,04-12-20
166647,Aceclofenac,750ML,0,16.99,01-12-20
83690,Fenoprofen,750ML,278,15.49,12-12-20
70675,Choline,750ML,47,40.99,31-12-20
40308,Paracetamol,750ML,72,12.49,04-12-20
88577,Lorazepam,750ML,949,19.99,19-01-21
335549,Temazepam,720ML,2,18.99,07-03-21
47441,Budesonide,750ML,0,16.69,01-12-20
85901,Loratadine,1.5L,122,15.99,12-12-20
53678,Aceclofenac,1.5L,0,25.99,31-12-20
344449,Fenoprofen,750ML,26,19.49,04-12-20
19860,Choline,1.5L,164,15.99,19-01-21
25135,Paracetamol,750ML,496,11.99,07-03-21
82806,Lorazepam,750ML,82,21.99,01-12-20
48071,Temazepam,750ML,14,45.99,12-12-20
85607,Budesonide,750ML,0,8.99,31-12-20
43908,Loratadine,750ML,0,44.99,04-12-20
91090,Aceclofenac,12.0Z,3,20.99,19-01-21
239400,Fenoprofen,750ML,267,19.99,07-03-21
83635,Choline,750ML,48,5.99,08-04-21
25980,Paracetamol,12.0Z,408,19.99,04-07-20
12527,Lorazepam,750ML,204,13.99,01-12-20
68434,Temazepam,12.0Z,0,19.99,12-12-20
22511,Budesonide,12.0Z,35,33.99,31-12-20
47990,Loratadine,750ML,120,26.99,04-12-20
13627,Aceclofenac,750ML,0,47.99,01-12-20
26293,Fenoprofen,25.0Z,29,3.99,12-12-20
81517,Choline,750ML,235,20.99,31-12-20
59625,Paracetamol,750ML,3,69.99,04-12-20
43727,Lorazepam,750ML,0,27.99,19-01-21
72506,Temazepam,750ML,0,73.99,07-03-21
52264,Budesonide,1L,0,16.99,01-12-20
335731,Loratadine,750ML,37,29.99,12-12-20
47999,Aceclofenac,187ML,0,2.79,31-12-20
186856,Fenoprofen,750ML,0,10.49,04-12-20
51381,Choline,750ML,9,7.49,19-01-21
84310,Paracetamol,750ML,0,13.99,07-03-21
347825,Lorazepam,1L,82,17.99,01-12-20
237136,Temazepam,750ML,18,49.99,12-12-20
62405,Budesonide,750ML,10,14.99,31-12-20
44834,Loratadine,750ML,0,15.99,04-12-20
312012,Aceclofenac,750ML,0,12.99,19-01-21
72500,Fenoprofen,750ML,5,31.99,07-03-21
341021,Choline,750ML,0,34.99,08-04-21
397121,Paracetamol,750ML,0,28.99,04-07-20
63906,Lorazepam,12.0Z,18,10.99,01-12-20
309289,Temazepam,750ML,0,11.49,12-12-20
237774,Budesonide,750ML,3,111.99,31-12-20
40811,Loratadine,750ML,11,12.49,04-12-20
70690,Aceclofenac,1L,0,12.99,01-12-20
347841,Fenoprofen,1L,0,35.99,12-12-20
44584,Choline,1L,42,18.99,31-12-20
350700,Paracetamol,750ML,28,20.99,04-12-20
42107,Lorazepam,750ML,63,26.99,19-01-21
305767,Temazepam,750ML,0,7.99,07-03-21
63908,Budesonide,12.0Z,0,10.99,01-12-20
240725,Loratadine,750ML,96,49.99,12-12-20
416096,Aceclofenac,750ML,10,12.49,31-12-20
312895,Fenoprofen,750ML,0,11.49,04-12-20
16543,Choline,750ML,0,21.99,19-01-21
10638,Paracetamol,5L,11,21.99,07-03-21
324277,Lorazepam,187ML,0,2.19,01-12-20
67369,Temazepam,750ML,0,15.49,12-12-20
40826,Budesonide,750ML,0,22.99,31-12-20
333208,Loratadine,750ML,0,27.99,04-12-20
45160,Aceclofenac,750ML,16,18.99,19-01-21
391204,Fenoprofen,750ML,6,10.99,07-03-21
166588,Choline,750ML,150,15.99,08-04-21
45231,Paracetamol,750ML,0,12.99,04-07-20
82485,Lorazepam,750ML,46,21.99,01-12-20
241380,Temazepam,250ML,476,11.99,12-12-20
166676,Budesonide,750ML,32,61.99,31-12-20
24942,Loratadine,11.2Z,0,15.99,04-12-20
83825,Aceclofenac,1.5L,181,15.99,01-12-20
74460,Fenoprofen,1L,4,45.99,12-12-20
24254,Choline,11.0Z,0,21.99,31-12-20
85150,Paracetamol,10.0Z,47,2.49,04-12-20
50772,Lorazepam,12.0Z,987,12.99,19-01-21
99368,Temazepam,500ML,0,2.99,07-03-21
96110,Budesonide,16.0Z,0,2.99,01-12-20
89109,Loratadine,4L,38,18.99,12-12-20
80683,Aceclofenac,1.5L,48,12.39,31-12-20
79161,Fenoprofen,750ML,0,14.99,04-12-20
319538,Choline,750ML,0,22.99,19-01-21
65269,Paracetamol,750ML,89,16.99,07-03-21
47746,Lorazepam,750ML,0,29.99,01-12-20
241712,Temazepam,50ML,0,1.99,12-12-20
101532,Budesonide,720ML,28,30.99,31-12-20
71843,Loratadine,750ML,310,32.99,04-12-20
83534,Aceclofenac,1.5L,195,15.99,19-01-21
35475,Fenoprofen,1.75L,437,11.49,07-03-21
11029,Choline,1.75L,174,27.99,08-04-21
82474,Paracetamol,750ML,0,18.99,04-07-20
26184,Lorazepam,12.0Z,276,9.49,01-12-20
312930,Temazepam,750ML,249,16.99,12-12-20
191701,Budesonide,750ML,20,17.49,31-12-20
330909,Loratadine,750ML,0,56.99,04-12-20
238588,Aceclofenac,750ML,11,15.99,01-12-20
60011,Fenoprofen,750ML,235,13.49,12-12-20
73315,Choline,750ML,26,18.99,31-12-20
66940,Paracetamol,750ML,413,6.99,04-12-20
242142,Lorazepam,750ML,182,14.99,19-01-21
85930,Temazepam,750ML,37,13.49,07-03-21
23252,Budesonide,11.2Z,0,31.99,01-12-20
69422,Loratadine,16.0Z,549,14.99,12-12-20
14818,Aceclofenac,750ML,18,24.99,31-12-20
50512,Fenoprofen,750ML,246,9.49,04-12-20
44271,Choline,750ML,0,14.49,19-01-21
72592,Paracetamol,1.75L,64,15.99,07-03-21
241478,Lorazepam,50ML,5003,19.99,01-12-20
355848,Temazepam,750ML,73,14.99,12-12-20
13626,Budesonide,750ML,0,34.99,31-12-20
89700,Loratadine,750ML,214,11.49,04-12-20
79685,Aceclofenac,375ML,0,9.99,19-01-21
342196,Fenoprofen,750ML,13,81.99,07-03-21
152668,Choline,750ML,0,18.39,08-04-21
71604,Paracetamol,750ML,22,12.99,04-07-20
342138,Lorazepam,750ML,0,8.49,01-12-20
49930,Temazepam,750ML,0,79.99,12-12-20
77020,Budesonide,750ML,0,12.99,31-12-20
313883,Loratadine,750ML,18,11.49,04-12-20
313886,Aceclofenac,250ML,0,5.19,01-12-20
27651,Fenoprofen,750ML,0,10.99,12-12-20
26976,Choline,22.0Z,0,8.99,31-12-20
29690,Paracetamol,22.0Z,0,20.99,04-12-20
29469,Lorazepam,12.0Z,0,10.99,19-01-21
29636,Temazepam,750ML,0,21.99,07-03-21
24367,Budesonide,16.9Z,0,2.99,01-12-20
68330,Loratadine,750ML,15,24.99,12-12-20
70440,Aceclofenac,750ML,153,22.99,31-12-20
46738,Fenoprofen,750ML,0,24.99,04-12-20
70882,Choline,375ML,37,5.99,19-01-21
85088,Paracetamol,750ML,200,21.99,07-03-21
241306,Lorazepam,750ML,301,11.99,01-12-20
47539,Temazepam,750ML,0,10.79,12-12-20
3093,Budesonide,12.0Z,384,12.99,31-12-20
233152,Loratadine,750ML,5,57.99,04-12-20
78545,Aceclofenac,750ML,73,10.99,19-01-21
33880,Fenoprofen,1.75L,293,16.99,07-03-21
71102,Choline,750ML,17,13.49,08-04-21
71539,Paracetamol,750ML,15,143.99,04-07-20
337420,Lorazepam,750ML,0,10.99,01-12-20
84961,Temazepam,750ML,550,12.69,12-12-20
309071,Budesonide,750ML,0,12.49,31-12-20
62403,Loratadine,750ML,0,23.99,04-12-20
48207,Aceclofenac,750ML,32,9.99,01-12-20
408948,Fenoprofen,750ML,1,11.99,12-12-20
71588,Choline,1.75L,0,90.99,31-12-20
236352,Paracetamol,750ML,5,19.39,04-12-20
166736,Lorazepam,750ML,43,39.99,19-01-21
337031,Temazepam,750ML,32,12.69,07-03-21
23851,Budesonide,11.2Z,716,8.99,01-12-20
81982,Loratadine,750ML,175,16.99,12-12-20
31828,Aceclofenac,1.75L,138,44.99,31-12-20
166286,Fenoprofen,750ML,191,19.99,04-12-20
81590,Choline,750ML,217,59.99,19-01-21
45046,Paracetamol,750ML,0,18.49,07-03-21
72455,Lorazepam,750ML,0,21.99,01-12-20
42854,Temazepam,750ML,16,32.99,12-12-20
72732,Budesonide,750ML,136,21.99,31-12-20
10445,Loratadine,750ML,129,59.99,04-12-20
77867,Aceclofenac,750ML,46,29.99,19-01-21
70251,Fenoprofen,1.75L,9,26.99,07-03-21
69642,Choline,12.0Z,0,11.99,08-04-21
199354,Paracetamol,375ML,0,17.39,04-07-20
48134,Lorazepam,750ML,0,19.99,01-12-20
83981,Temazepam,1.5L,16,22.99,12-12-20
83577,Budesonide,1.5L,173,15.99,31-12-20
43694,Loratadine,750ML,31,13.99,04-12-20
322463,Aceclofenac,750ML,358,60.99,01-12-20
239706,Fenoprofen,750ML,6,61.99,12-12-20
75521,Choline,750ML,0,21.99,31-12-20
338632,Paracetamol,750ML,0,22.99,04-12-20
338066,Lorazepam,750ML,13,8.99,19-01-21
30651,Temazepam,375ML,496,6.99,07-03-21
347767,Budesonide,750ML,0,61.99,01-12-20
80333,Loratadine,750ML,273,18.99,12-12-20
344472,Aceclofenac,3L,126,24.99,31-12-20
41402,Fenoprofen,750ML,258,14.49,04-12-20
25983,Choline,12.0Z,216,9.99,19-01-21
13616,Paracetamol,50ML,102,24.99,07-03-21
347745,Lorazepam,750ML,6,38.99,01-12-20
80491,Temazepam,750ML,31,48.99,12-12-20
90000,Budesonide,12.0Z,66,8.99,31-12-20
328864,Loratadine,750ML,7,11.99,04-12-20
86304,Aceclofenac,750ML,26,10.49,19-01-21
25267,Fenoprofen,750ML,26,22.99,07-03-21
80616,Choline,750ML,332,18.99,08-04-21
311327,Paracetamol,500ML,78,5.49,04-07-20
32115,Lorazepam,750ML,33,31.99,01-12-20
76631,Temazepam,750ML,264,63.99,12-12-20
25488,Budesonide,1L,268,10.99,31-12-20
42842,Loratadine,750ML,0,13.99,04-12-20
241454,Aceclofenac,50ML,934,0.99,01-12-20
87610,Fenoprofen,750ML,185,23.99,12-12-20
47538,Choline,750ML,46,28.99,31-12-20
51003,Paracetamol,11.2Z,835,9.99,04-12-20
84538,Lorazepam,750ML,0,32.99,19-01-21
233062,Temazepam,375ML,0,12.99,07-03-21
311356,Budesonide,750ML,101,29.99,01-12-20
85456,Loratadine,750ML,382,28.99,12-12-20
32026,Aceclofenac,1.75L,327,31.99,31-12-20
14044,Fenoprofen,750ML,257,12.49,04-12-20
328798,Choline,750ML,0,21.99,19-01-21
80058,Paracetamol,750ML,24,9.99,07-03-21
47939,Lorazepam,50ML,149,1.99,01-12-20
355376,Temazepam,750ML,11,17.69,12-12-20
310170,Budesonide,750ML,0,18.49,31-12-20
40932,Loratadine,1.75L,1171,18.99,04-12-20
94030,Aceclofenac,12.0Z,158,19.99,19-01-21
302570,Fenoprofen,750ML,0,17.69,07-03-21
336729,Choline,750ML,72,29.99,08-04-21
156515,Paracetamol,750ML,21,47.99,04-07-20
70267,Lorazepam,750ML,0,14.49,01-12-20
82786,Temazepam,3L,158,24.99,12-12-20
71257,Budesonide,375ML,6,17.99,31-12-20
71950,Loratadine,750ML,18,76.99,04-12-20
38768,Aceclofenac,1.75L,171,14.49,01-12-20
70629,Fenoprofen,750ML,209,25.99,12-12-20
75388,Choline,750ML,108,24.99,31-12-20
330525,Paracetamol,750ML,0,24.99,04-12-20
71785,Lorazepam,355ML,2207,9.99,19-01-21
315658,Temazepam,750ML,0,26.99,07-03-21
66192,Budesonide,1.5L,154,17.99,01-12-20
334316,Loratadine,750ML,0,12.49,12-12-20
22918,Aceclofenac,375ML,274,7.39,31-12-20
80620,Fenoprofen,750ML,0,30.99,04-12-20
241688,Choline,1.5L,236,28.99,19-01-21
301602,Paracetamol,750ML,63,18.99,07-03-21
8311,Lorazepam,12.0Z,24,12.99,01-12-20
83097,Temazepam,750ML,522,15.99,12-12-20
334184,Budesonide,750ML,43,7.99,31-12-20
94668,Loratadine,32.0Z,0,25.99,04-12-20
330658,Aceclofenac,750ML,319,13.99,19-01-21
44335,Fenoprofen,750ML,0,41.99,07-03-21
48091,Choline,750ML,1,45.99,08-04-21
189677,Paracetamol,750ML,8,10.49,04-07-20
49280,Lorazepam,750ML,219,47.99,01-12-20
47224,Temazepam,750ML,0,35.99,12-12-20
40330,Budesonide,1.75L,48,43.99,31-12-20
39322,Loratadine,750ML,401,29.99,04-12-20
38806,Aceclofenac,1L,373,8.99,01-12-20
89010,Fenoprofen,4L,156,18.99,12-12-20
73087,Choline,750ML,254,31.99,31-12-20
313317,Paracetamol,1.5L,0,10.49,04-12-20
41676,Lorazepam,750ML,0,19.69,19-01-21
29729,Temazepam,11.2Z,0,5.99,07-03-21
27667,Budesonide,12.0Z,0,14.99,01-12-20
63518,Loratadine,12.0Z,0,22.99,12-12-20
25671,Aceclofenac,22.0Z,0,5.99,31-12-20
29218,Fenoprofen,12.0Z,0,2.99,04-12-20
28929,Choline,12.0Z,4,18.99,19-01-21
50276,Paracetamol,12.0Z,0,23.99,07-03-21
10312,Lorazepam,11.2Z,0,8.99,01-12-20
23596,Temazepam,24.0Z,0,43.99,12-12-20
47614,Budesonide,750ML,635,33.99,31-12-20
73075,Loratadine,750ML,4406,9.49,04-12-20
42074,Aceclofenac,750ML,0,23.99,19-01-21
80690,Fenoprofen,3L,111,20.99,07-03-21
80000,Choline,12.0Z,156,11.99,08-04-21
431044,Paracetamol,750ML,0,12.39,04-07-20
241460,Lorazepam,50ML,1380,0.99,01-12-20
89869,Temazepam,1.5L,191,10.49,12-12-20
317929,Budesonide,750ML,17,17.99,31-12-20
327521,Loratadine,750ML,167,14.49,04-12-20
60268,Aceclofenac,12.0Z,636,13.99,01-12-20
437107,Fenoprofen,750ML,0,129.99,12-12-20
353060,Choline,750ML,9,21.99,31-12-20
63330,Paracetamol,12.0Z,0,18.99,04-12-20
29041,Lorazepam,12.0Z,126,11.99,19-01-21
300070,Temazepam,750ML,5,15.99,07-03-21
41906,Budesonide,750ML,84,55.99,01-12-20
68144,Loratadine,500ML,141,7.99,12-12-20
31109,Aceclofenac,12.0Z,1605,18.99,31-12-20
5843,Fenoprofen,12.0Z,96,21.99,04-12-20
84409,Choline,1.5L,50,8.79,19-01-21
313402,Paracetamol,750ML,0,19.99,07-03-21
407887,Lorazepam,750ML,0,16.39,01-12-20
241722,Temazepam,750ML,122,47.99,12-12-20
82546,Budesonide,5L,146,21.99,31-12-20
51146,Loratadine,12.0Z,372,9.99,04-12-20
84204,Aceclofenac,1.5L,195,12.99,19-01-21
38814,Fenoprofen,1L,293,8.99,07-03-21
46223,Choline,200ML,18,20.99,08-04-21
60650,Paracetamol,12.0Z,306,12.99,04-07-20
70169,Lorazepam,750ML,141,47.99,01-12-20
424781,Temazepam,750ML,0,12.99,12-12-20
28672,Budesonide,16.0Z,29,8.99,31-12-20
324498,Loratadine,750ML,0,13.69,04-12-20
51127,Aceclofenac,12.0Z,108,15.99,01-12-20
77280,Fenoprofen,750ML,1,286.99,12-12-20
29036,Choline,14.9Z,0,6.99,31-12-20
29436,Paracetamol,12.0Z,0,12.99,04-12-20
25812,Lorazepam,500ML,0,18.99,19-01-21
26918,Temazepam,750ML,0,27.99,07-03-21
166567,Budesonide,750ML,115,18.99,01-12-20
43524,Loratadine,1.75L,0,10.99,12-12-20
72408,Aceclofenac,750ML,138,11.99,31-12-20
351698,Fenoprofen,750ML,0,42.99,04-12-20
232332,Choline,750ML,10,12.49,19-01-21
36129,Paracetamol,750ML,0,19.99,07-03-21
356226,Lorazepam,750ML,230,64.99,01-12-20
72907,Temazepam,750ML,836,12.49,12-12-20
94420,Budesonide,12.0Z,163,9.99,31-12-20
236222,Loratadine,50ML,357,3.79,04-12-20
